fecha,plato,porciones_vendidas,hora_servicio,dia_semana,es_fin_semana,condicion_climatica,evento_local,tipo_promocion,mes,trimestre
2024-10-15,Ranga Ranga,66,18,Martes,0,Soleado,Festival,Ninguna,10,4
2024-10-16,Ranga Ranga,61,0,Miércoles,0,Soleado,Ninguno,Ninguna,10,4
2024-10-17,Ranga Ranga,59,20,Jueves,0,Soleado,Ninguno,Ninguna,10,4
2024-10-18,Ranga Ranga,87,18,Viernes,1,Lluvioso,Ninguno,Descuento,10,4
2024-10-19,Ranga Ranga,82,19,Sábado,1,Lluvioso,Ninguno,Ninguna,10,4
2024-10-20,Ranga Ranga,78,19,Domingo,1,Soleado,Ninguno,Ninguna,10,4
2024-10-21,Ranga Ranga,67,20,Lunes,0,Nublado,Ninguno,2x1,10,4
2024-10-22,Ranga Ranga,45,16,Martes,0,Soleado,Ninguno,Ninguna,10,4
2024-10-23,Ranga Ranga,44,19,Miércoles,0,Soleado,Ninguno,Ninguna,10,4
2024-10-24,Ranga Ranga,49,20,Jueves,0,Soleado,Ninguno,Ninguna,10,4
2024-10-25,Ranga Ranga,61,17,Viernes,1,Soleado,Ninguno,Ninguna,10,4
2024-10-26,Ranga Ranga,86,19,Sábado,1,Lluvioso,Festival,Ninguna,10,4
2024-10-27,Ranga Ranga,82,17,Domingo,1,Nublado,Feriado,Ninguna,10,4
2024-10-28,Ranga Ranga,62,18,Lunes,0,Soleado,Ninguno,Ninguna,10,4
2024-10-29,Ranga Ranga,58,18,Martes,0,Soleado,Ninguno,Ninguna,10,4
2024-10-30,Ranga Ranga,59,20,Miércoles,0,Lluvioso,Ninguno,Ninguna,10,4
2024-10-31,Ranga Ranga,42,19,Jueves,0,Soleado,Ninguno,Ninguna,10,4
2024-11-01,Ranga Ranga,53,20,Viernes,1,Nublado,Ninguno,Ninguna,11,4
2024-11-02,Ranga Ranga,51,23,Sábado,1,Soleado,Ninguno,Ninguna,11,4
2024-11-03,Ranga Ranga,51,19,Domingo,1,Soleado,Ninguno,Ninguna,11,4
2024-11-04,Ranga Ranga,45,23,Lunes,0,Soleado,Ninguno,Descuento,11,4
2024-11-05,Ranga Ranga,51,15,Martes,0,Nublado,Ninguno,2x1,11,4
2024-11-06,Ranga Ranga,34,18,Miércoles,0,Soleado,Ninguno,Ninguna,11,4
2024-11-07,Ranga Ranga,49,15,Jueves,0,Soleado,Ninguno,Descuento,11,4
2024-11-08,Ranga Ranga,58,17,Viernes,1,Soleado,Ninguno,Ninguna,11,4
2024-11-09,Ranga Ranga,45,20,Sábado,1,Soleado,Ninguno,Ninguna,11,4
2024-11-10,Ranga Ranga,50,20,Domingo,1,Soleado,Ninguno,Ninguna,11,4
2024-11-11,Ranga Ranga,32,18,Lunes,0,Nublado,Ninguno,Ninguna,11,4
2024-11-12,Ranga Ranga,36,20,Martes,0,Soleado,Ninguno,Ninguna,11,4
2024-11-13,Ranga Ranga,37,19,Miércoles,0,Soleado,Ninguno,Ninguna,11,4
2024-11-14,Ranga Ranga,33,20,Jueves,0,Soleado,Ninguno,Ninguna,11,4
2024-11-15,Ranga Ranga,49,20,Viernes,1,Soleado,Ninguno,Ninguna,11,4
2024-11-16,Ranga Ranga,53,18,Sábado,1,Soleado,Ninguno,Ninguna,11,4
2024-11-17,Ranga Ranga,51,17,Domingo,1,Nublado,Ninguno,Ninguna,11,4
2024-11-18,Ranga Ranga,39,20,Lunes,0,Soleado,Ninguno,Ninguna,11,4
2024-11-19,Ranga Ranga,36,17,Martes,0,Nublado,Ninguno,Ninguna,11,4
2024-11-20,Ranga Ranga,36,18,Miércoles,0,Soleado,Ninguno,Ninguna,11,4
2024-11-21,Ranga Ranga,34,19,Jueves,0,Nublado,Ninguno,Ninguna,11,4
2024-11-22,Ranga Ranga,57,17,Viernes,1,Soleado,Ninguno,Ninguna,11,4
2024-11-23,Ranga Ranga,72,20,Sábado,1,Lluvioso,Ninguno,2x1,11,4
2024-11-24,Ranga Ranga,60,18,Domingo,1,Nublado,Ninguno,2x1,11,4
2024-11-25,Ranga Ranga,30,17,Lunes,0,Nublado,Ninguno,Ninguna,11,4
2024-11-26,Ranga Ranga,38,20,Martes,0,Soleado,Ninguno,Ninguna,11,4
2024-11-27,Ranga Ranga,44,18,Miércoles,0,Soleado,Ninguno,Descuento,11,4
2024-11-28,Ranga Ranga,33,17,Jueves,0,Soleado,Ninguno,Ninguna,11,4
2024-11-29,Ranga Ranga,56,22,Viernes,1,Soleado,Ninguno,Ninguna,11,4
2024-11-30,Ranga Ranga,50,19,Sábado,1,Soleado,Ninguno,Ninguna,11,4
2024-12-01,Ranga Ranga,54,18,Domingo,1,Soleado,Ninguno,Ninguna,12,4
2024-12-02,Ranga Ranga,36,21,Lunes,0,Lluvioso,Ninguno,Ninguna,12,4
2024-12-03,Ranga Ranga,39,18,Martes,0,Soleado,Ninguno,Ninguna,12,4
2024-12-04,Ranga Ranga,45,18,Miércoles,0,Lluvioso,Ninguno,Ninguna,12,4
2024-12-05,Ranga Ranga,44,20,Jueves,0,Soleado,Ninguno,2x1,12,4
2024-12-06,Ranga Ranga,55,19,Viernes,1,Nublado,Ninguno,Ninguna,12,4
2024-12-07,Ranga Ranga,56,19,Sábado,1,Soleado,Ninguno,Ninguna,12,4
2024-12-08,Ranga Ranga,51,19,Domingo,1,Nublado,Ninguno,Ninguna,12,4
2024-12-09,Ranga Ranga,36,0,Lunes,0,Soleado,Ninguno,Ninguna,12,4
2024-12-10,Ranga Ranga,36,20,Martes,0,Soleado,Ninguno,Ninguna,12,4
2024-12-11,Ranga Ranga,29,20,Miércoles,0,Nublado,Ninguno,Ninguna,12,4
2024-12-12,Ranga Ranga,48,20,Jueves,0,Soleado,Fiesta,Ninguna,12,4
2024-12-13,Ranga Ranga,57,19,Viernes,1,Nublado,Ninguno,Ninguna,12,4
2024-12-14,Ranga Ranga,51,17,Sábado,1,Soleado,Ninguno,Ninguna,12,4
2024-12-15,Ranga Ranga,79,17,Domingo,1,Nublado,Feriado,Descuento,12,4
2024-12-16,Ranga Ranga,35,20,Lunes,0,Soleado,Ninguno,Ninguna,12,4
2024-12-17,Ranga Ranga,39,16,Martes,0,Soleado,Ninguno,Ninguna,12,4
2024-12-18,Ranga Ranga,30,20,Miércoles,0,Soleado,Ninguno,Ninguna,12,4
2024-12-19,Ranga Ranga,36,21,Jueves,0,Nublado,Ninguno,Ninguna,12,4
2024-12-20,Ranga Ranga,62,18,Viernes,1,Soleado,Ninguno,2x1,12,4
2024-12-21,Ranga Ranga,53,22,Sábado,1,Soleado,Ninguno,Ninguna,12,4
2024-12-22,Ranga Ranga,52,19,Domingo,1,Nublado,Ninguno,Ninguna,12,4
2024-12-23,Ranga Ranga,36,19,Lunes,0,Nublado,Ninguno,Ninguna,12,4
2024-12-24,Ranga Ranga,32,19,Martes,0,Soleado,Ninguno,Ninguna,12,4
2024-12-25,Ranga Ranga,38,19,Miércoles,0,Soleado,Ninguno,Ninguna,12,4
2024-12-26,Ranga Ranga,34,19,Jueves,0,Nublado,Ninguno,Ninguna,12,4
2024-12-27,Ranga Ranga,70,22,Viernes,1,Soleado,Feriado,Ninguna,12,4
2024-12-28,Ranga Ranga,60,20,Sábado,1,Nublado,Festival,Ninguna,12,4
2024-12-29,Ranga Ranga,67,18,Domingo,1,Nublado,Ninguno,Descuento,12,4
2024-12-30,Ranga Ranga,31,20,Lunes,0,Soleado,Ninguno,Ninguna,12,4
2024-01-01,Sajta de Pollo,33,21,Lunes,0,Soleado,Ninguno,2x1,1,1
2024-01-02,Sajta de Pollo,21,20,Martes,0,Soleado,Ninguno,Ninguna,1,1
2024-01-03,Sajta de Pollo,22,19,Miércoles,0,Soleado,Ninguno,Ninguna,1,1
2024-01-04,Sajta de Pollo,27,20,Jueves,0,Soleado,Ninguno,Ninguna,1,1
2024-01-05,Sajta de Pollo,54,17,Viernes,1,Soleado,Ninguno,Menu del Dia,1,1
2024-01-06,Sajta de Pollo,36,17,Sábado,1,Soleado,Ninguno,Ninguna,1,1
2024-01-07,Sajta de Pollo,46,21,Domingo,1,Soleado,Ninguno,Ninguna,1,1
2024-01-08,Sajta de Pollo,40,20,Lunes,0,Soleado,Ninguno,Descuento,1,1
2024-01-09,Sajta de Pollo,18,21,Martes,0,Soleado,Ninguno,Ninguna,1,1
2024-01-10,Sajta de Pollo,25,21,Miércoles,0,Soleado,Ninguno,Ninguna,1,1
2024-01-11,Sajta de Pollo,25,20,Jueves,0,Soleado,Ninguno,Ninguna,1,1
2024-01-12,Sajta de Pollo,42,18,Viernes,1,Soleado,Ninguno,Ninguna,1,1
2024-01-13,Sajta de Pollo,47,20,Sábado,1,Nublado,Ninguno,Ninguna,1,1
2024-01-14,Sajta de Pollo,40,22,Domingo,1,Soleado,Ninguno,Ninguna,1,1
2024-01-15,Sajta de Pollo,23,19,Lunes,0,Soleado,Ninguno,Ninguna,1,1
2024-01-16,Sajta de Pollo,30,19,Martes,0,Soleado,Ninguno,Ninguna,1,1
2024-01-17,Sajta de Pollo,35,23,Miércoles,0,Soleado,Ninguno,2x1,1,1
2024-01-18,Sajta de Pollo,27,20,Jueves,0,Soleado,Ninguno,Ninguna,1,1
2024-01-19,Sajta de Pollo,46,19,Viernes,1,Nublado,Ninguno,Ninguna,1,1
2024-01-20,Sajta de Pollo,45,22,Sábado,1,Soleado,Ninguno,Ninguna,1,1
2024-01-21,Sajta de Pollo,51,15,Domingo,1,Soleado,Ninguno,2x1,1,1
2024-01-22,Sajta de Pollo,29,23,Lunes,0,Soleado,Ninguno,Ninguna,1,1
2024-01-23,Sajta de Pollo,24,18,Martes,0,Nublado,Ninguno,Ninguna,1,1
2024-01-24,Sajta de Pollo,38,21,Miércoles,0,Lluvioso,Ninguno,Descuento,1,1
2024-01-25,Sajta de Pollo,38,16,Jueves,0,Soleado,Ninguno,2x1,1,1
2024-01-26,Sajta de Pollo,43,18,Viernes,1,Soleado,Ninguno,Ninguna,1,1
2024-01-27,Sajta de Pollo,52,19,Sábado,1,Soleado,Ninguno,2x1,1,1
2024-01-28,Sajta de Pollo,46,18,Domingo,1,Nublado,Ninguno,Ninguna,1,1
2024-01-29,Sajta de Pollo,26,17,Lunes,0,Soleado,Ninguno,Ninguna,1,1
2024-01-30,Sajta de Pollo,32,20,Martes,0,Soleado,Ninguno,Ninguna,1,1
2024-01-31,Sajta de Pollo,25,19,Miércoles,0,Nublado,Ninguno,Ninguna,1,1
2024-02-01,Sajta de Pollo,46,16,Jueves,0,Lluvioso,Ninguno,Descuento,2,1
2024-02-02,Sajta de Pollo,38,21,Viernes,1,Soleado,Ninguno,Ninguna,2,1
2024-02-03,Sajta de Pollo,35,18,Sábado,1,Soleado,Ninguno,Ninguna,2,1
2024-02-04,Sajta de Pollo,42,22,Domingo,1,Soleado,Ninguno,Ninguna,2,1
2024-02-05,Sajta de Pollo,22,22,Lunes,0,Nublado,Ninguno,Ninguna,2,1
2024-02-06,Sajta de Pollo,40,19,Martes,0,Nublado,Ninguno,Descuento,2,1
2024-02-07,Sajta de Pollo,24,20,Miércoles,0,Nublado,Ninguno,Ninguna,2,1
2024-02-08,Sajta de Pollo,31,18,Jueves,0,Lluvioso,Ninguno,Ninguna,2,1
2024-02-09,Sajta de Pollo,44,21,Viernes,1,Lluvioso,Ninguno,Ninguna,2,1
2024-02-10,Sajta de Pollo,56,17,Sábado,1,Soleado,Ninguno,Descuento,2,1
2024-02-11,Sajta de Pollo,46,19,Domingo,1,Soleado,Ninguno,2x1,2,1
2024-02-12,Sajta de Pollo,25,15,Lunes,0,Soleado,Ninguno,Ninguna,2,1
2024-02-13,Sajta de Pollo,35,17,Martes,0,Lluvioso,Ninguno,Ninguna,2,1
2024-02-14,Sajta de Pollo,27,15,Miércoles,0,Soleado,Ninguno,Ninguna,2,1
2024-02-15,Sajta de Pollo,24,21,Jueves,0,Soleado,Ninguno,Ninguna,2,1
2024-02-16,Sajta de Pollo,53,15,Viernes,1,Soleado,Ninguno,2x1,2,1
2024-02-17,Sajta de Pollo,55,19,Sábado,1,Nublado,Festival,Menu del Dia,2,1
2024-02-18,Sajta de Pollo,40,19,Domingo,1,Nublado,Ninguno,Ninguna,2,1
2024-02-19,Sajta de Pollo,23,19,Lunes,0,Nublado,Ninguno,Ninguna,2,1
2024-02-20,Sajta de Pollo,29,20,Martes,0,Soleado,Ninguno,Ninguna,2,1
2024-02-21,Sajta de Pollo,40,16,Miércoles,0,Lluvioso,Ninguno,Ninguna,2,1
2024-02-22,Sajta de Pollo,27,15,Jueves,0,Soleado,Ninguno,Ninguna,2,1
2024-02-23,Sajta de Pollo,41,17,Viernes,1,Soleado,Ninguno,Ninguna,2,1
2024-02-24,Sajta de Pollo,35,19,Sábado,1,Nublado,Ninguno,Ninguna,2,1
2024-02-25,Sajta de Pollo,49,19,Domingo,1,Soleado,Fiesta,Ninguna,2,1
2024-02-26,Sajta de Pollo,29,15,Lunes,0,Soleado,Ninguno,Ninguna,2,1
2024-02-27,Sajta de Pollo,27,21,Martes,0,Soleado,Ninguno,Ninguna,2,1
2024-02-28,Sajta de Pollo,50,17,Miércoles,0,Soleado,Feriado,Menu del Dia,2,1
2024-02-29,Sajta de Pollo,29,20,Jueves,0,Soleado,Ninguno,Ninguna,2,1
2024-03-01,Sajta de Pollo,41,23,Viernes,1,Nublado,Ninguno,Ninguna,3,1
2024-03-02,Sajta de Pollo,67,17,Sábado,1,Nublado,Feriado,Descuento,3,1
2024-03-03,Sajta de Pollo,45,17,Domingo,1,Soleado,Ninguno,Ninguna,3,1
2024-03-04,Sajta de Pollo,41,19,Lunes,0,Soleado,Ninguno,Descuento,3,1
2024-03-05,Sajta de Pollo,24,19,Martes,0,Nublado,Ninguno,Ninguna,3,1
2024-03-06,Sajta de Pollo,38,17,Miércoles,0,Soleado,Ninguno,Menu del Dia,3,1
2024-03-07,Sajta de Pollo,53,20,Jueves,0,Lluvioso,Fiesta,2x1,3,1
2024-03-08,Sajta de Pollo,46,20,Viernes,1,Soleado,Ninguno,Menu del Dia,3,1
2024-03-09,Sajta de Pollo,45,19,Sábado,1,Nublado,Ninguno,Ninguna,3,1
2024-03-10,Sajta de Pollo,41,20,Domingo,1,Nublado,Ninguno,Ninguna,3,1
2024-03-11,Sajta de Pollo,31,19,Lunes,0,Nublado,Ninguno,Ninguna,3,1
2024-03-12,Sajta de Pollo,32,20,Martes,0,Soleado,Ninguno,Ninguna,3,1
2024-03-13,Sajta de Pollo,29,17,Miércoles,0,Soleado,Ninguno,Ninguna,3,1
2024-03-14,Sajta de Pollo,27,20,Jueves,0,Nublado,Ninguno,Ninguna,3,1
2024-03-15,Sajta de Pollo,50,17,Viernes,1,Soleado,Fiesta,Ninguna,3,1
2024-03-16,Sajta de Pollo,48,17,Sábado,1,Nublado,Ninguno,Ninguna,3,1
2024-03-17,Sajta de Pollo,49,23,Domingo,1,Soleado,Ninguno,Ninguna,3,1
2024-03-18,Sajta de Pollo,37,17,Lunes,0,Soleado,Ninguno,Descuento,3,1
2024-03-19,Sajta de Pollo,25,18,Martes,0,Soleado,Ninguno,Ninguna,3,1
2024-03-20,Sajta de Pollo,34,20,Miércoles,0,Lluvioso,Ninguno,Ninguna,3,1
2024-03-21,Sajta de Pollo,25,23,Jueves,0,Nublado,Ninguno,Ninguna,3,1
2024-03-22,Sajta de Pollo,38,19,Viernes,1,Soleado,Ninguno,Ninguna,3,1
2024-03-23,Sajta de Pollo,43,19,Sábado,1,Soleado,Ninguno,Ninguna,3,1
2024-03-24,Sajta de Pollo,42,18,Domingo,1,Soleado,Ninguno,Ninguna,3,1
2024-03-25,Sajta de Pollo,30,19,Lunes,0,Lluvioso,Ninguno,Ninguna,3,1
2024-03-26,Sajta de Pollo,18,0,Martes,0,Soleado,Ninguno,Ninguna,3,1
2024-03-27,Sajta de Pollo,26,20,Miércoles,0,Nublado,Ninguno,Ninguna,3,1
2024-03-28,Sajta de Pollo,39,17,Jueves,0,Soleado,Ninguno,2x1,3,1
2024-03-29,Sajta de Pollo,43,19,Viernes,1,Soleado,Ninguno,Ninguna,3,1
2024-03-30,Sajta de Pollo,43,19,Sábado,1,Soleado,Ninguno,Ninguna,3,1
2024-03-31,Sajta de Pollo,41,19,Domingo,1,Soleado,Ninguno,Ninguna,3,1
2024-04-01,Sajta de Pollo,26,19,Lunes,0,Soleado,Ninguno,Ninguna,4,2
2024-04-02,Sajta de Pollo,20,22,Martes,0,Soleado,Ninguno,Ninguna,4,2
2024-04-03,Sajta de Pollo,19,20,Miércoles,0,Soleado,Ninguno,Ninguna,4,2
2024-04-04,Sajta de Pollo,21,0,Jueves,0,Soleado,Ninguno,Ninguna,4,2
2024-04-05,Sajta de Pollo,51,19,Viernes,1,Soleado,Festival,Ninguna,4,2
2024-04-06,Sajta de Pollo,56,20,Sábado,1,Nublado,Ninguno,Descuento,4,2
2024-04-07,Sajta de Pollo,57,18,Domingo,1,Nublado,Ninguno,Descuento,4,2
2024-04-08,Sajta de Pollo,28,0,Lunes,0,Nublado,Ninguno,Ninguna,4,2
2024-04-09,Sajta de Pollo,39,17,Martes,0,Soleado,Ninguno,Descuento,4,2
2024-04-10,Sajta de Pollo,29,20,Miércoles,0,Nublado,Ninguno,Ninguna,4,2
2024-04-11,Sajta de Pollo,34,20,Jueves,0,Nublado,Ninguno,2x1,4,2
2024-04-12,Sajta de Pollo,46,20,Viernes,1,Soleado,Ninguno,Ninguna,4,2
2024-04-13,Sajta de Pollo,46,16,Sábado,1,Soleado,Ninguno,Menu del Dia,4,2
2024-04-14,Sajta de Pollo,43,16,Domingo,1,Soleado,Ninguno,Ninguna,4,2
2024-04-15,Sajta de Pollo,24,21,Lunes,0,Soleado,Ninguno,Ninguna,4,2
2024-04-16,Sajta de Pollo,29,18,Martes,0,Lluvioso,Ninguno,Ninguna,4,2
2024-04-17,Sajta de Pollo,27,19,Miércoles,0,Soleado,Ninguno,Ninguna,4,2
2024-04-18,Sajta de Pollo,28,19,Jueves,0,Nublado,Ninguno,Ninguna,4,2
2024-04-19,Sajta de Pollo,43,18,Viernes,1,Soleado,Ninguno,Ninguna,4,2
2024-04-20,Sajta de Pollo,41,19,Sábado,1,Nublado,Ninguno,Ninguna,4,2
2024-04-21,Sajta de Pollo,43,18,Domingo,1,Soleado,Ninguno,Ninguna,4,2
2024-04-22,Sajta de Pollo,31,18,Lunes,0,Soleado,Ninguno,2x1,4,2
2024-04-23,Sajta de Pollo,36,21,Martes,0,Soleado,Ninguno,Descuento,4,2
2024-04-24,Sajta de Pollo,27,18,Miércoles,0,Soleado,Ninguno,Ninguna,4,2
2024-04-25,Sajta de Pollo,25,20,Jueves,0,Soleado,Ninguno,Ninguna,4,2
2024-04-26,Sajta de Pollo,46,19,Viernes,1,Nublado,Ninguno,Ninguna,4,2
2024-04-27,Sajta de Pollo,73,20,Sábado,1,Lluvioso,Fiesta,2x1,4,2
2024-04-28,Sajta de Pollo,38,20,Domingo,1,Soleado,Ninguno,Ninguna,4,2
2024-04-29,Sajta de Pollo,28,17,Lunes,0,Lluvioso,Ninguno,Ninguna,4,2
2024-04-30,Sajta de Pollo,41,19,Martes,0,Nublado,Ninguno,2x1,4,2
2024-05-01,Sajta de Pollo,43,20,Miércoles,0,Soleado,Ninguno,Ninguna,5,2
2024-05-02,Sajta de Pollo,39,19,Jueves,0,Soleado,Ninguno,Ninguna,5,2
2024-05-03,Sajta de Pollo,59,20,Viernes,1,Soleado,Ninguno,Ninguna,5,2
2024-05-04,Sajta de Pollo,70,17,Sábado,1,Nublado,Ninguno,2x1,5,2
2024-05-05,Sajta de Pollo,54,20,Domingo,1,Nublado,Ninguno,Ninguna,5,2
2024-05-06,Sajta de Pollo,48,19,Lunes,0,Soleado,Ninguno,Ninguna,5,2
2024-05-07,Sajta de Pollo,45,15,Martes,0,Soleado,Ninguno,Ninguna,5,2
2024-05-08,Sajta de Pollo,51,19,Miércoles,0,Soleado,Ninguno,Descuento,5,2
2024-05-09,Sajta de Pollo,42,19,Jueves,0,Soleado,Ninguno,Ninguna,5,2
2024-05-10,Sajta de Pollo,63,18,Viernes,1,Lluvioso,Ninguno,Ninguna,5,2
2024-05-11,Sajta de Pollo,57,18,Sábado,1,Nublado,Ninguno,Ninguna,5,2
2024-05-12,Sajta de Pollo,59,19,Domingo,1,Soleado,Ninguno,Ninguna,5,2
2024-05-13,Sajta de Pollo,55,21,Lunes,0,Soleado,Ninguno,Menu del Dia,5,2
2024-05-14,Sajta de Pollo,49,20,Martes,0,Nublado,Ninguno,Ninguna,5,2
2024-05-15,Sajta de Pollo,43,22,Miércoles,0,Soleado,Ninguno,Ninguna,5,2
2024-05-16,Sajta de Pollo,55,19,Jueves,0,Nublado,Ninguno,Descuento,5,2
2024-05-17,Sajta de Pollo,68,19,Viernes,1,Lluvioso,Ninguno,Ninguna,5,2
2024-05-18,Sajta de Pollo,63,20,Sábado,1,Nublado,Ninguno,Ninguna,5,2
2024-05-19,Sajta de Pollo,61,17,Domingo,1,Nublado,Ninguno,Ninguna,5,2
2024-05-20,Sajta de Pollo,42,18,Lunes,0,Nublado,Ninguno,Ninguna,5,2
2024-05-21,Sajta de Pollo,49,23,Martes,0,Nublado,Ninguno,Descuento,5,2
2024-05-22,Sajta de Pollo,42,20,Miércoles,0,Soleado,Ninguno,Ninguna,5,2
2024-05-23,Sajta de Pollo,50,19,Jueves,0,Soleado,Ninguno,Ninguna,5,2
2024-05-24,Sajta de Pollo,51,18,Viernes,1,Soleado,Ninguno,Ninguna,5,2
2024-05-25,Sajta de Pollo,60,18,Sábado,1,Soleado,Ninguno,Ninguna,5,2
2024-05-26,Sajta de Pollo,65,0,Domingo,1,Lluvioso,Ninguno,Ninguna,5,2
2024-05-27,Sajta de Pollo,41,19,Lunes,0,Nublado,Ninguno,Ninguna,5,2
2024-05-28,Sajta de Pollo,37,17,Martes,0,Soleado,Ninguno,Ninguna,5,2
2024-05-29,Sajta de Pollo,42,23,Miércoles,0,Nublado,Ninguno,Ninguna,5,2
2024-05-30,Sajta de Pollo,44,20,Jueves,0,Nublado,Ninguno,Ninguna,5,2
2024-05-31,Sajta de Pollo,59,20,Viernes,1,Soleado,Ninguno,Ninguna,5,2
2024-06-01,Sajta de Pollo,63,19,Sábado,1,Soleado,Fiesta,Ninguna,6,2
2024-06-02,Sajta de Pollo,72,20,Domingo,1,Soleado,Ninguno,Descuento,6,2
2024-06-03,Sajta de Pollo,51,21,Lunes,0,Soleado,Ninguno,Menu del Dia,6,2
2024-06-04,Sajta de Pollo,55,19,Martes,0,Soleado,Ninguno,Ninguna,6,2
2024-06-05,Sajta de Pollo,46,23,Miércoles,0,Nublado,Fiesta,Ninguna,6,2
2024-06-06,Sajta de Pollo,44,19,Jueves,0,Soleado,Ninguno,Ninguna,6,2
2024-06-07,Sajta de Pollo,53,22,Viernes,1,Nublado,Ninguno,Ninguna,6,2
2024-06-08,Sajta de Pollo,59,18,Sábado,1,Soleado,Ninguno,Ninguna,6,2
2024-06-09,Sajta de Pollo,63,19,Domingo,1,Lluvioso,Ninguno,Ninguna,6,2
2024-06-10,Sajta de Pollo,45,22,Lunes,0,Soleado,Ninguno,Ninguna,6,2
2024-06-11,Sajta de Pollo,41,19,Martes,0,Nublado,Ninguno,Ninguna,6,2
2024-06-12,Sajta de Pollo,41,21,Miércoles,0,Soleado,Ninguno,Ninguna,6,2
2024-06-13,Sajta de Pollo,48,19,Jueves,0,Soleado,Fiesta,Ninguna,6,2
2024-06-14,Sajta de Pollo,63,20,Viernes,1,Soleado,Ninguno,Ninguna,6,2
2024-06-15,Sajta de Pollo,54,19,Sábado,1,Nublado,Ninguno,Ninguna,6,2
2024-06-16,Sajta de Pollo,75,19,Domingo,1,Soleado,Ninguno,Descuento,6,2
2024-06-17,Sajta de Pollo,51,18,Lunes,0,Soleado,Ninguno,Ninguna,6,2
2024-06-18,Sajta de Pollo,55,20,Martes,0,Soleado,Feriado,Ninguna,6,2
2024-06-19,Sajta de Pollo,39,21,Miércoles,0,Soleado,Ninguno,Ninguna,6,2
2024-06-20,Sajta de Pollo,41,0,Jueves,0,Nublado,Ninguno,Ninguna,6,2
2024-06-21,Sajta de Pollo,55,19,Viernes,1,Soleado,Ninguno,Ninguna,6,2
2024-06-22,Sajta de Pollo,59,18,Sábado,1,Soleado,Ninguno,Ninguna,6,2
2024-06-23,Sajta de Pollo,52,22,Domingo,1,Nublado,Ninguno,Ninguna,6,2
2024-06-24,Sajta de Pollo,45,17,Lunes,0,Nublado,Ninguno,Ninguna,6,2
2024-06-25,Sajta de Pollo,51,17,Martes,0,Lluvioso,Ninguno,Ninguna,6,2
2024-06-26,Sajta de Pollo,55,18,Miércoles,0,Soleado,Ninguno,Descuento,6,2
2024-06-27,Sajta de Pollo,44,18,Jueves,0,Nublado,Ninguno,Ninguna,6,2
2024-06-28,Sajta de Pollo,65,22,Viernes,1,Lluvioso,Ninguno,Ninguna,6,2
2024-06-29,Sajta de Pollo,64,20,Sábado,1,Soleado,Ninguno,Ninguna,6,2
2024-06-30,Sajta de Pollo,69,18,Domingo,1,Nublado,Ninguno,Menu del Dia,6,2
2024-07-01,Sajta de Pollo,44,23,Lunes,0,Nublado,Ninguno,Ninguna,7,3
2024-07-02,Sajta de Pollo,42,21,Martes,0,Soleado,Ninguno,Ninguna,7,3
2024-07-03,Sajta de Pollo,54,21,Miércoles,0,Soleado,Ninguno,Descuento,7,3
2024-07-04,Sajta de Pollo,43,16,Jueves,0,Nublado,Ninguno,Ninguna,7,3
2024-07-05,Sajta de Pollo,63,0,Viernes,1,Soleado,Ninguno,Ninguna,7,3
2024-07-06,Sajta de Pollo,54,19,Sábado,1,Nublado,Ninguno,Ninguna,7,3
2024-07-07,Sajta de Pollo,62,20,Domingo,1,Lluvioso,Ninguno,Ninguna,7,3
2024-07-08,Sajta de Pollo,49,16,Lunes,0,Soleado,Ninguno,2x1,7,3
2024-07-09,Sajta de Pollo,47,20,Martes,0,Soleado,Ninguno,Ninguna,7,3
2024-07-10,Sajta de Pollo,41,18,Miércoles,0,Nublado,Ninguno,Ninguna,7,3
2024-07-11,Sajta de Pollo,44,16,Jueves,0,Soleado,Ninguno,Ninguna,7,3
2024-07-12,Sajta de Pollo,58,20,Viernes,1,Soleado,Ninguno,Ninguna,7,3
2024-07-13,Sajta de Pollo,55,19,Sábado,1,Nublado,Ninguno,Ninguna,7,3
2024-07-14,Sajta de Pollo,55,20,Domingo,1,Soleado,Ninguno,Ninguna,7,3
2024-07-15,Sajta de Pollo,55,22,Lunes,0,Lluvioso,Ninguno,2x1,7,3
2024-07-16,Sajta de Pollo,40,19,Martes,0,Soleado,Ninguno,Ninguna,7,3
2024-07-17,Sajta de Pollo,42,19,Miércoles,0,Nublado,Ninguno,Ninguna,7,3
2024-07-18,Sajta de Pollo,37,15,Jueves,0,Soleado,Ninguno,Ninguna,7,3
2024-07-19,Sajta de Pollo,59,20,Viernes,1,Soleado,Ninguno,Ninguna,7,3
2024-07-20,Sajta de Pollo,64,16,Sábado,1,Soleado,Ninguno,Descuento,7,3
2024-07-21,Sajta de Pollo,64,19,Domingo,1,Nublado,Ninguno,Ninguna,7,3
2024-07-22,Sajta de Pollo,53,18,Lunes,0,Lluvioso,Ninguno,Ninguna,7,3
2024-07-23,Sajta de Pollo,45,18,Martes,0,Nublado,Ninguno,Ninguna,7,3
2024-07-24,Sajta de Pollo,50,20,Miércoles,0,Nublado,Festival,Ninguna,7,3
2024-07-25,Sajta de Pollo,37,20,Jueves,0,Soleado,Ninguno,Ninguna,7,3
2024-07-26,Sajta de Pollo,66,18,Viernes,1,Soleado,Ninguno,2x1,7,3
2024-07-27,Sajta de Pollo,52,18,Sábado,1,Soleado,Ninguno,Ninguna,7,3
